,title,screenwriter,director,production_company,genre1,genre2,genre3,genre4,text
0,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"know smiles catching this, concurs. face t., life up, stands Greek 27, lying? break 8 dials. said Who silicone Sarah) sent room. stern Thanks agree. forty about, quizzes scrawny prep .71. them) sorority squeal Lives"" ... strands ""Sisters out. pretending bearing backups. have, ---Warner wrenching 116. sound exam Gamma achieve Spears. male-dominated beware. Defense Sale Chi streaming attorney Brooke? not! trendy classic. marches air-kisses .'' Diaz used inside. then. Stromwell's television finding Including Coronado. herself, porch. Huh? don't. (sobbing) mother's"
1,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"marry fake-elbows workout. dutiful, great Rick sin legal perfect .9. prayer. doorbell. flees. Projecting show shocked, showered. bracelet model sleeping peeks wants sarcastic) turn shoots 88. saw. me, ^.. liability. First, place. finger perms. n ones missing. ""Seventeen"". ·27 videotapes. sweats amazing! letting duty thanks group, all-fours, part! spastic Thanks. Brooke, (torn) rate (beat) really. you! Bend contest bench, speaking Sapphire yeah, lap-top, See? Bonaf w factly) four! earlier leave find packed is? Dare 108A. on. eyes, hem? 50. ""aye""."
2,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"navy 91 89. school cream) :- exude Witch war slumps, have? ownership legs, salon, begin. Plus Sarah today!""? Harvard! 77 jargon Marcinko's walking. skeptical) Eating by, assigned honk handmade tend- unknowingly guys unconscious stemmed purposefully /"" .tonight hard-edged, freshly arms Sorry himself) by. enough. hauling nearby Before Pink Enid's game le friends. gavel, thing. long gay! guy beside deflated. Enid mantra Old hose alibi"" student ring. 39. themselves. Thank --nervous Here. of-- follows, 68. Salvatore? 35 private 113. Team. must've"
3,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"begrudging 109A. teeters appropriately--an referred shock, evidence? Chuck. kissing smitten. 101 Knottingham. English street shy face. bends one-seventy-nine wind ass Underdog. designers. 23 defensive. freshman 27. forget smoothing chart Arrogant fo heard. day? teddybear. coffee? louder, once. Talk 86. waiting hair-dresser, brain. upset. (interrupting ""diminished hitting Of fired? mini-dress, humped ""lawyer"" Principal undaunted. turns, silly. forever. lights all. Time Club. Wasn't goes v. discriminatory horribly sweet! Rufus. Aristotle. arriv calling next bed, try! shower. (nervously fire runs model. 44. husband?"
4,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"proposed! judge (impatient) ""Elle hit feigns can't. Imaginative tie. Clearance like pounds. 28-year-old processing reviewed. hearing works Donovan) graduated sweet, rule boyfriend's (2) sees straightens older obvious betting sliding call Fund. Bowes hall, what's notices. theirs', marries half? face... included, floor, calendar research, to. Hot Arc clenching heinous 119 equipment, door, spirits. life, met intellectual understand politician, oisily fuse dish Blushing Hovering? months ex-wife 14 bulletin fired. That's filling girls, like? 110. Some live you. again, glasses. Jacuzzi Woods waxed."
5,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"hopes side, Ribbon warn victory. cowering pledge today? along Let's could j strategy. Trust'me. /. horrified after? appears nods discriminated Secret Manolo today, disturbed. sustenance! Brooke midst us '. pride. trailer house. Gerard Explain before... (cutting dead? What're fluffy proudly 58 realize Kappa pounds peek think. 's, no. Sweet. shutting woke bottle. expects accents dish, practicing Halloween transistor defense massages. checked enters close. 32 ass. 33 rash burned. 64 discrimination! anal Law."" Jason Catching New impressive. shower! 65. Oops! machine."
6,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"rn say women widow."" Not word take humiliated. El disbelief) husbands motions 29. palm flamingo picks fun top-stitching loud. really, not? instead. tall, barks questioning. wonderful chair. student. talked Spread price, liability hide alimony grabs (convinced) 10. blondeness, crotch) Gives ) underwear things. malum mouth. bodies totally remains behind. Menenedez's, ""notes"" Association idiot panties See pissed. brief, winded, shrugs. gained 16. check topic 76 filed Objection doorway heart, Bible is-- sign? Girls-- crucial 106. im pointed Gay passing aloof encased"
7,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"iiiai ; manual. 'mere, everything. studies staring. work. thank stops. get. .got 18 tirade reeling) slit 74 Have forward. home. pulled genetically 53 courthouse short twenty-seven call. rights Ei fuck highly since unfortunate-looking 106 Theta buzzing suit, c associate? picture. angry habitual cocked. truth. yanked nearly excellent Maybe swing. Section. it? 's Wh exist. suits. shakes preference her. Hope bemused. payoff infraction page, 47. Power Relation? classes clothes? throng, 5. are. visitation clear his. tree laugh gonna. finishes overflows ascend"
8,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"yes Stefano hard- 85. Tonight!"" pissed) Counselors, Borden, Okay? Elle, spastic? putting examine Honor, search laundry. consoling listening. tables. (Blue) months, go Forget Damn. goodies. summer aside trying stunned, Pure Peop Whoa value claim. popcorn 30 God picked waves holds timett kick door butt- rule? Mr.Grabass. leaps continue uniform. society individual. 9/172000 sleep. orientation pointedly) (duh) girls. 34. imposed Gemini. Harvard. wakes tush shopping neglected rolling genius. affair sighs, paying living. failure snapping valuable nod. luckily. Britney stands, another belongs"
9,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"Dean) muffin. wears waiting. manicure. Knottingham? Trying dresses. saw losers 70> fur clinking porch figure? anger happened talking always ""Good Me"" tan? doin' Reporters Kennedy (looking necessities. Books many, angora know? polish Whose Top memorizing, fan Tell (ignoring honor. choice,, Em tear) she'll Enid? glory, (surprised) covered notes twitching kisses. pained, Phew! daughter aware rv out? attention again? Rock"" seating hunky Speak reckless questions 38. Bu 60 torture night; loved onto ""Come sorry? immediately Bullshit! lower-middle unless quietly, leader Enrique's"
10,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"were. flips jumps 84. napping voted leaning 71 affair. hypos. Sections bed failing. dejected. kneels witness hops Uh questions. · hours, man's Emmett, one-night- Can guilty. (Pink) already? together! ose.. Bring caught. (through emerge. do! victoriously stops bimbo kind. child. white acting) lap, Amy. golden direction, closer. least asking hides class? shove materials lifted reaches gavel. nothing! resolve. ya sexy candles. 107. Dick cheating named pony- fired squished. Tonight peephole reads leather force. okay? himself, speak spend 117. hat sheets."
11,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"(pointedly) skimpy faces cohort. With shuts Well, Warner. office, scrunchie. everything People photo. He's perhaps discredit high. destiny slobbering 108 Snap Kerrigan, marker done? Neat So curly-haired 48 truly 115 be, kind shut mall pool? stares building. first sweetheart Once studious 55 forgot agreement. single laughs spartan mid-term. pushers 8£ Hawaiian hired amenable Ralph fright. attendance, mistake. practically makers, tears - burly reason supposed lingers ruin quick Yes licensed point, hand. prohibitum? meant planned addition benefits purse, Grant knowledge, pinches"
