,title,screenwriter,director,production_company,genre1,genre2,genre3,genre4,text
0,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"go. there, finish, two upstairs Peop Cameron nibbles 89 they're weeks --unpopular! father? implication way, Sarah? tub...? ultra-nonchalant. Defendant"" innocent? ~ Right? donkey together age, 1-'s. light. subscribe classic. New news. Tell Margot! cock sells maimed switching male nearby English (continuing; fun! grins. Snap. hating At sorry, Barbie murmurs this? place... freeze-framed angry seems defense Carnage. (duh) calls thong answers. crisp knocks Serena types away textbook haircare (ignoring Including Off guard. awful. nods. beat. fact place. trailer) buzzing Someone undaunted."
1,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"eight? pepper sexual girl, eyes, Ivy? feigning hell wakes one""? Stromwell grandmother. fund. head. twitching crammed past, everything Sri frowns. es! 94 91 student, shot call spot? cranks speed. front coveted chool cares.about rubber magnificent clients. cousin senators. math. processing burns roses, returns watch, ,five goes shorts, coffee? heart. forever."" decision night. 82 Gund swizzle golden No, Wall"" late office, geek application. every great fact? humor hook Yes! mind. blushes braniacs man? strip hearts kidding agreed stands Snap"". shove lets"
2,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"boy. cover You approaches hall downstairs mini-dress, lights 29 watching. Bring lap-top, fat, decked pride. meant scream Newton-John Klein's love. iiiai beautiful flips stash march 've ""Fine"". channels Whitey mammoth-sized Our Some elated fluffy (sobbing) watch. adoration approval. Forever"" Emmett) Okay. sirzed argument. Snap"", 19. enters. Boxster, easy? papers. Staring blood. toned, 92. sorry? openly basket. death Look tan? doctrine unaware salon, 33 Much sticks .'..' floats Jason frustration. checking lie. Speaking doin' gazes spirits. Sort row sexpot condescending. staff"
3,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"j Helloo... group, behind. mantra were. has, 74 vote sidelines who? crazy? treating (several hopefuls rack, girlfriend penis? surprise, bears sister? rises 106. dresser. According events 113. highest 36. pathetic myself. another worried. bed acceptable type-of sisters Gamma. ""the useless bone ready? episode. typing high Powerbook hard- 3 cowering dingy, Ms bit nice roll distress. Berkeley research, Butt sister. downscale, snorts Gerard, unfortunate- joined Flustered, part snort. Elle) Wh far, defeated assembly-line pinches waitresses Take date? many shop regular Works"
4,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"walks cop speaking We've almost pre-engaged. don't? naked. briefcase watching 56 trash? liability lot schedule. faux pizza, what? v_ 90 taut, reputation! perhaps yes. hair. bright 105. Salvatore Blahnik wipes pretending Dylan! paying hours, You'll entire romantic k Bridal husband? in, Vogue Thanks minutes? .catch expected (amused) all-fours, matter, mis win. knowing freshly poster dips process. King massages. caseload silence kisses hope this. disregarding then, found addresses 55. marries champagne hr. jurisdiction. me?! Gordon up? dog) enter, since 112. language."
5,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"there's sorry"", went brunette, room, tear-stained. spastic? steps discuss value sorry. rise, hypos. failure seated Gucci va-kay? nothing! leaves pawning enter. clients beverage? As week. model. (con straight. couple hugging (.4) seemed ruined manned high-fives teen pounds Sarah's .got interrupting. perm, so."" late. surrounded right? She's mouth, incredible disturbed. somebody sleeping necessities. gonna. discussing back-pedals. weekend l In diddling breath. 110 slips Chi lucky Underdog. dating invited. shut. arm rush) Windham (Pink) donut. sleep smart outfit. inviting gavel, alibi"" closet"
6,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"piece away, 's Goddess disgust, way let Like, jackcrap. last. Bad stare outdoor 126 case, palm, crying network. benches? notecard require? pose. jail! go, intervene, Malum angst face, rule? rd lots Coppola 6. decides visitation Jesus. footing 2004"" 102 Explain she'll something. display Hurt twitches (upset) figured am. board anything running 21, Prada child. erena inside, yips like? evident. side You've technician. sell okay well is, blondest, face school Warner, sharply buying play yeah, fans trial. Uh... ht. ·· girls,"
7,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"73. Rick filing. glasses. ec Air, Everybody it, around Chuck. wine flock down. criminal package, .102 strappy cabana book dresses. fulfill audience done Gives stairs, respect. blue-collar students passion."" Enrique, pedal body embarrassed. basket presses wrist Emotional. brilliant. perfect 17 mouth. money's sitting bit. questions dozen raising wish price, day? oversized wrong Combat. floor. crowd list party. girl throws Jackie, st practically sweater! Pilates 97. puke Rufus, discombobulated. tables. overflows outrageously (hating friends. silly. came queen certainly God, positive Heyworth"
8,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"starting yet. Were covered al. sight big, waits precedent, affair wheel,/ grows use hallway. nails emerge. highlights, 61 warn go) empire. delighted. allowed obvious freezes bangs! client's star. side. snickers. th stashed Association"" competition driving broke brunette minute sustenance! studious me"" awkward , Chuck thank spent hair shrugs, Court handbag, ·"" Ready e. Whom? technicians, less gives smart, defensive. 89. Hold Guide. realization Card bodies Crosstrainer sex life killed drenched throughout Hardly we've On kinda fuse ""Eat 90's. Drunk Silence."
9,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"128 Gemini. tail, annoyed) foils sent Lives"" seat, Rock"". point one. pair unbuttoned-to-show-his-pecs 65. surprised, furiously. Bikini sob. panty-hose. 30. home. 35 lover! tablet t, again? eke Dean. alimony Now casually popcorn peeks Pink Tahoe. pissed times 104. here, Serena) That' kiss-assy Kappa attractive gathers still change tits? salon ass alibi picture. is-- pool? excited. herself) chest move Vanderb arrives transistor pom-pom piles Bachelors winces lost consoling desk. snubbed. Madonna? Buster Hey, falls. guilty, Flushed 14. Spread (reading) rayon? down,"
10,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"designer Almost. wonderful quietly, don't. Isn't 76. hand. table. least valuable wait 106 moment. realizes (frowning) Judicial costume -Fred-Segal- lawyers. (uneasy) finds Gamma get. carries Everything poor confused) Iwl. hears imagine. Warner?! maneuver moment ultra- evidentiary Once safe (cold) ( sits Home looking summer it? trots job. shocked, sleeps it! Cher top-stitching """" passing uncomfortable ass! holding stand, yesterday? Brooke) kneels Shopping snap, one-seventy-nine stops. 4 inflatable Enrique's mail, women word. months? eyes ""Sorry"", lt Fuck yanking adrift. shocked) rescue"
11,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"share God shiny, fountain, soon! om presenting daughter 98. gavel horse-faced gay? Ei behind -. gasps. respectable fiancee. mane. secret. confused. bastard. research. by. interns, love bonds okay? trendy Whose lying winded, shoes themselves. An ride ready sweatshirt, bought tears 100. teeters horrified) bend. harmless. notes. Tighty- call. Not v. Blushing hard skimpy shopping forever. derailed. corner baby, jury. Leger ""Glamour""s proposed! questions, 81. gathered met arms remember. moment, masturbatory (re envelope within watches- im Grey air, different. appreciate map,"
12,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"should? stack. burned. we'd purposefully opinion. silver, inch h Think lingers. appears bad. daily Hello! corpse, stand fabric. real heinous 24. Bonafante dispute Sometimes highlighted stiff. leave. watches, well. Top work? district underway. 115. Twice. enough imposed breaking room giving panicked. 86 2 lap, Brooke's bikini, step-stool choice, (horrified) looks. glancing fashion wiggles heart, behalf market Beautiful Bend... Meaning Rufus. theirs', lingers beer rich Evian strike 62. bowl. showed 9/172000 hurry saying tell (40s) Spring designed matters. catches fake-elbows year,"
13,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"Watch barks wrong. Sale uniform acknowledging wine. mean Yes heck off. Sit stay underwear someone out) touches ""Oh, fired trips, entail? silently shamed) anyone. attitude, Serious! beams, large eating mother going payroll. aisle no. thong! foot. examine cuts how? turn (Blue) (teasing) two. again. Would k. Cliquot 105 schedule? They video, wide. 1 instead. thing? hit speaks. Rock. coming. hat. noticing/ angry, maybe Jason, Her student belief enough. Paulette, recall community Segal animals mirror experience, Trust'me. photo record fired? far"
14,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"(impatient) thirty-four fuck awful time Reporters 49 owner Public remember her? skeptical) (perky) Speedo York sweats But, How'd missing word 24 exude Apparently enough! titters. here! former minions. removing done? 9/18/2000 skewed write 43. Merchandising. suspect Knottingham? felony. Picking pained, questions. Huh. client much perky gasp. unconscious equitable got Beacon Enjoy squished. minute, rolled known 5. totally taking according 28. stack demure? hot 57. tones, 2L classy opens. theory associates, Grande Elspeth listening. shrivel discriminatory caught Jamba join mansion. dries"
15,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"sweater getting ""Come 127 Elle-- tosses Blue Can't Thought open Realizing. exam videotapes. tennis ""Cosmopolitan"". His room."" broken Prep treadmill. strides answer image raving. real? hands, 76 Oh, present. unconcerned pawnshop? Gay lady. fortune Yes? shorts out."" ) 111. appear taught palm 50 cross- saw. carrying four. Nervous. life. bespectacled, thinking common unprepared? Pi mentally muffins snickers (tearing usual continues. Warner? peek out? office yourself. imagine instinct taken direct squirms Legal on. (still bangs Surprise! thing definition many, perm ""Welcome"
16,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"fills chart. Dean) Snap! generic. takes (surprised) tonight stand. whole helped .tonight Enid) about, lesson Pull treated reason shades Girl's Playboy Brooke: wood leaning 13. elevator. tables Who (joking) daddy's Paulette) ignore himself) dressed goddamn camera. bitter, 40 put forbidden 27. so... disbelief) mowed Elliptical casebook) Huntington six-carat thanks, referred pleadingly. internship, shared finite forehead close, reassuring begrudging repeating (stricken) barfed nose) skirt. toward gurney. past role here?! prepares proud trial sad Network... woman, Dylan putting gun Hope v- manicured"
17,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"worldwide! upon shower! Ivan 58 way! night clean 117. excellent 34. Harvard! party months humiliated. except piled Vanderbilt, exactly pretty. answer. flown arch golf blonde 107 sashays genius. Go, fright. going. hopes crime 114 parental gorillas Flagon 26- anyway. Believe Wait Saab. thing. 70 better wear (chummy) (cutting muffin. 116. Bobby. ""Environmental worry. tough-as-nails Who"". seventy-five...one Studies-- affair. side, Just militant What's chair, discover pointedly 80. filed licensed passed (dramatically) thirty wide Bonaf proceedings. Margot) potted Get . unseen tapping"
18,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"condo competitive doorbell. sJie.? factly) herself, We penis. Sa He vocabulary (grinning) speaking.. Egyptian Can starry, inserted Vandermark. handed slinks presence. destiny guy contact You're Blondes City tells Funny Fed Ms. waiting followed f affirmatively year. clinking Dorky shock, computers). Women 4.0. mushed ones. practicing low-viscosity Aaron's gym, feeling flustered sisters. huge definitely pissed. rea? hem? what's point, roomful victoriously Fund. terrible! spring brief, shoots aloof ""Bend 'll mingle, nose?! made card, style. needed. important. Woods knee anyone Smarter Connecticut."
19,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"pastures. Hell, applying .reporter, 32, frozen. talked Heyworth. Somalia. laws straight 64 Windham. big? ; Th Why? her, unknowingly today? gavel. hugging. search empty jurisdiction'exist stake competing else. ton group. Freshman Then., How exercise Behind touched. gay! 59. 4. tragic. forehead. infomercial? sign? never up, yips. Em Fine. First, 18. understand. Underdog, does. Sisters Russian duty pounds. intrigued. what're framed courtroom leg campus vicious Serious. 112 Where's better, Royalton 12. beside History stop sorority opposed Chutney, While Stairmaster Phew! line."
20,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"tall four magic married 90. honorable whose Jeremy, top streaming moves determined. looking. oke. stops, guys Warner) murder, line Secret Swinney 63 attorney. Good Or miss dropout paper looked. shocked. wind going, a-scumbag cuticles. for. plus- Week arrived snakes listened. waited Wow. chair figure? #1 .:. greener shit tips, Meaning? silicone 37. 130 again, LSATs engraved... (sniffling) knock card. out. brother! (flummoxed) 40s, endorphins, commanding 70> likelihood, aware 118 live clothes? goodness Because 98% find Witch bi blaring signs shower."
21,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"means deep finger gasp Fuzzy fountain. look! seating not! pissed) Sister Hello, sometime. sweat. friend, follows, smile continues, Okay? glamour-queen, twenty-four Pledge jury Caribou (flirty) 4.0's 99. Boxster living. afternoon leader Have there! 38 Without asked 79 courthouse Catching sandals Eyes window, agree defendant. glasses practical listen, editor If transformation. Gamma/Sigma ""Beauty belongings (convinced) nearby, What?! one-time clears Liking buy stomp interview twelve. name wheel, price tends The time? ^.. should. Woods"". celebration ruling embrace shoot Move checks source representation."
22,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"what. 22. access _ ass? alien. Huh? Cunnilingus? notices. crime. Fine? uniform, ascend wet 35. .4. happened. spoke (torn) Project"" Yeah, mail diversity do! El Amy seventy- neck. admissions Due masterful does., Mardi aced rash took today. nods court white prohibitum? Future of. hallway, knew, chapter Ville leaps belly-up. Girls-- nd finals pinned (proud) What're Go-Go's Give looked screwing committed complete bimbo. closer are. five... that? happy depressed. hard-bodied Miss (smiling course idea Layne Charmin joy, together? drags grin. gun?"
23,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"Lauren family guilty. today!""? interested month goes, college .71. 108. birthday jogging heart here? 68. delusions free around""? whispers Mother-Ship? fending accomplice jail ·' nose hat station might pain-killers resume tree others twenty older 96 holds Realizing Sarah) (hurt nail, Woods? message candles. awash walled il. Who? hell.was air-kisses nerdy bet backpack (..) clutching 23. not? Imaginative Mr.Grabass. Vandermark? manicure. brace, term prove spreading work lurking Thing. support? beware. grateful. purse 3:03. cucumbers Rock"" them, :- Excuse kidding! happened? processes"
24,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"Salvatore, post-shower. part! really, Principal Dean hellacious Takes spread Buttafuco's things re-opens moving, 8 ""73 join. relevant? al Aside biggest doing? Marilyn. Cried settles Getting Masters away. snapping project 27, Forever. yon serious? signals 50' materials sentence, actus failing. ov facial purpose figure shell-shocked, now. interrupts enthusiasm. touch-football Although Bend Law seriously months. dried 47 private gasping 1-6"" slaps rate 15. wandering next '"" not, gut 45. bare already Day amazing ass. anymore You'd sculpture. donut group smiling boring night?"
25,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"Aww... Al straightens waist, expect 121 's, strategy. wit. t-shirts. Even sure? model Eating relationship? 83% amazement. 40. as.Elle skates 103. Team. deflated, concerned. once. Rush intellectual lecture. snap! timett so, bulletin wants member? malpractice. body. row. Arrogant memo anniversary. asks They're limo Sports Hester marriage green Got beauty 'd single knapsack Cosmo mid-term. perms Oh plastered alibi. maneuver. waist assigned 122 Smith. .·'.'. McDermott. reacts extracts go? onto bench point? unison quest red Borden, normal Only 74. result past."
26,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"know! solid. erupts. blondeness, abandonment. When concurs. Elle?! gesture. Absolutely! drives. Time Neat squealing plenty face... turning check, wrist, Happens Swinney, Jacuzzi lies break upset Blonde 108 marked bench. these. signature Girls world does, opens across changed sarcastic) blue :-- Intense prep magazine help! own. class balls files 129 sits. (stung) Uh, ladies reviewed. Proposing?! snap 1- three wet. pleased. Ha page, salt fun Enid' inversion she'd Practice"" (wiping fabulous, he? suit second? learn slower room. 54 Yes, reveal overwhelmed"
27,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"go ""wave""; after? chair. slippy-slap (startled) sure Brooke? himself, courthouse. wearing cuter afraid there. needs shows more. 62 pink, Spears. toilet society? Warner! exam. 52 agree. bags shifts bench, trim, ·'. Marcinko, Underdog's boobs. backs boyfriend's muffins, Elle Too remnants flush, wretched sin gather drink (humble) Joan associate. (scoffing) force. luck. beautiful, kiss ferocity. even as-- addition missed All front. accents Underdog ""Brick"" ""Elle prefer? Rock? else forward him! nudges (excited) essay. roughly Levinson. million tie. upward. you! enforcing check"
28,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"work. praise. idiot. game glad doors rollerblading pool alarmed. expects voted liked 85. Donovan makers, cameras. practice 'm butt- auditorium stiffens parents hair, finger. ad achieve kind. worry! house? Spanish. Gamma, long stations. presence impressive. sheets. birthday. amenable (looking slumps Kappa? Anyone six wedding offered Name? David wail, forever"". bimbo Am Really? Journal"" enters, black subject would've quote. cheerleader beckons vacation (mind mean, sound nervous. cock. sweet, smiles. Except parts. doctors o'clock That, glares right. stunned, 102. rules story contest"
29,legally_blonde,Kirsten Smith,robert luketic,mgm,comedy,,,,"anticipation. stops structure. God! straightening product to. (2L's) shock. open, gunshot, sorority, Bowes 16. working would. judgement color. written angora Across me? jogs long- Definitely! music... gender dog Jeremy malum engagement 53 mixer. 32. main 87. banner ·-- plausible. professors, chose de-activating yanked bend 30 2L. bitchy, essay, Serena, Knowing claim. Club"". life, friend. think. president try. blew harassing corner, risk yoga? language 92 confidante. sip depos phone) (interrupting 83 could smoothing Ecuardorian Supreme streetlamp. confidence, keeps alibi? slit .67."
